vertical_code,vertical_name,rank,company_name,company_key,acquiring_likelihood_score,confidence,signals,evidence_count,osm_type,osm_id,lat,lon,website,phone,address,source_tags_json
7300-7999,Business Services,134,Redia IVF,redia ivf,61,medium,"website,phone,address",1,way,756166389,40.5726839,22.9925913,https://www.rediaivf.com/,+34 663 901 076,Στέλιου Καζαντζίδη 47 57001 Θέρμη,"{""addr:city"": ""\u0398\u03ad\u03c1\u03bc\u03b7"", ""addr:housenumber"": ""47"", ""addr:postcode"": ""57001"", ""addr:street"": ""\u03a3\u03c4\u03ad\u03bb\u03b9\u03bf\u03c5 \u039a\u03b1\u03b6\u03b1\u03bd\u03c4\u03b6\u03af\u03b4\u03b7"", ""building"": ""yes"", ""name"": ""Redia IVF"", ""office"": ""company"", ""phone"": ""+34 663 901 076"", ""website"": ""https://www.rediaivf.com/""}"
7300-7999,Business Services,135,Persado,persado,61,medium,"website,phone,address",1,node,3136602725,38.0425973,23.774582,https://www.persado.com/,+30 210 270 8800,Μαρίνου Αντύπα 41-45 14121 Νέο Ηράκλειο,"{""addr:city"": ""\u039d\u03ad\u03bf \u0397\u03c1\u03ac\u03ba\u03bb\u03b5\u03b9\u03bf"", ""addr:housenumber"": ""41-45"", ""addr:postcode"": ""14121"", ""addr:street"": ""\u039c\u03b1\u03c1\u03af\u03bd\u03bf\u03c5 \u0391\u03bd\u03c4\u03cd\u03c0\u03b1"", ""name"": ""Persado"", ""office"": ""company"", ""phone"": ""+30 210 270 8800"", ""website"": ""https://www.persado.com/""}"
7300-7999,Business Services,136,Paths of Greece,paths of greece,61,medium,"website,phone,address",1,node,11987715006,37.977638,23.7449389,https://www.pathsofgreece.gr/,+30 69 37 66 83 38,Αλωπεκής 34 10675 Αθήνα,"{""addr:city"": ""\u0391\u03b8\u03ae\u03bd\u03b1"", ""addr:housenumber"": ""34"", ""addr:postcode"": ""10675"", ""addr:street"": ""\u0391\u03bb\u03c9\u03c0\u03b5\u03ba\u03ae\u03c2"", ""check_date"": ""2024-06-17"", ""level"": ""-1"", ""name"": ""Paths of Greece"", ""office"": ""company"", ""phone"": ""+30 69 37 66 83 38"", ""website"": ""https://www.pathsofgreece.gr/"", ""wheelchair"": ""no""}"
7300-7999,Business Services,137,POLIS SECURITY,polis security,61,medium,"website,phone,address",1,node,5964510668,38.012595,22.7454972,http://www.polis.com.gr/,+302742020630,Πετμεζά 9 Κιάτο,"{""addr:city"": ""\u039a\u03b9\u03ac\u03c4\u03bf"", ""addr:country"": ""GR"", ""addr:housenumber"": ""9"", ""addr:street"": ""\u03a0\u03b5\u03c4\u03bc\u03b5\u03b6\u03ac"", ""fax"": ""+302742020632"", ""name"": ""POLIS SECURITY"", ""office"": ""company"", ""phone"": ""+302742020630"", ""website"": ""http://www.polis.com.gr/""}"
7300-7999,Business Services,138,Novart,novart,61,medium,"website,phone,address",1,node,13184582860,38.082337,23.785155,https://www.novart.gr/,+30 210 2599600,Ανδρέα Μεταξά 19 Κηφισιά,"{""addr:city"": ""\u039a\u03b7\u03c6\u03b9\u03c3\u03b9\u03ac"", ""addr:housenumber"": ""19"", ""addr:street"": ""\u0391\u03bd\u03b4\u03c1\u03ad\u03b1 \u039c\u03b5\u03c4\u03b1\u03be\u03ac"", ""email"": ""info@novart.gr"", ""name"": ""Novart"", ""office"": ""company"", ""phone"": ""+30 210 2599600"", ""website"": ""https://www.novart.gr/""}"
7300-7999,Business Services,139,Neuropublic,neuropublic,61,medium,"website,phone,address",1,way,417293212,37.9538058,23.6444422,https://www.neuropublic.gr/,+30 210 4101010,Μεθώνης 6 18545 Πειραιάς,"{""addr:city"": ""\u03a0\u03b5\u03b9\u03c1\u03b1\u03b9\u03ac\u03c2"", ""addr:country"": ""GR"", ""addr:housenumber"": ""6"", ""addr:postcode"": ""18545"", ""addr:street"": ""\u039c\u03b5\u03b8\u03ce\u03bd\u03b7\u03c2"", ""building"": ""commercial"", ""email"": ""info@neuropublic.gr"", ""fax"": ""+30 210 4101013"", ""name"": ""Neuropublic"", ""office"": ""company"", ""phone"": ""+30 210 4101010"", ""website"": ""https://www.neuropublic.gr/""}"
7300-7999,Business Services,140,Network Business Solutions,network business solutions,61,medium,"website,phone,address",1,node,12408449812,37.9589982,23.734895,https://nbs.gr/,+30 210 9247330,Φιλοξένου 20,"{""addr:housenumber"": ""20"", ""addr:street"": ""\u03a6\u03b9\u03bb\u03bf\u03be\u03ad\u03bd\u03bf\u03c5"", ""email"": ""info@nbs.gr"", ""fax"": ""+30 210 9247353"", ""name"": ""Network Business Solutions"", ""office"": ""company"", ""phone"": ""+30 210 9247330"", ""short_name"": ""NBS"", ""website"": ""https://nbs.gr/""}"
7300-7999,Business Services,141,Neotec Yachts,neotec yachts,61,medium,"website,phone,address",1,node,13014974329,40.12235,23.3601944,https://neotecyachting.gr/,30 23740 31319,"Ν. Μουδανιων 5 χιλ, 630 77 Σάνη","{""addr:city"": ""\u03a3\u03ac\u03bd\u03b7"", ""addr:postcode"": ""630 77"", ""addr:street"": ""\u039d. \u039c\u03bf\u03c5\u03b4\u03b1\u03bd\u03b9\u03c9\u03bd 5 \u03c7\u03b9\u03bb,"", ""name"": ""Neotec Yachts"", ""office"": ""company"", ""phone"": ""30 23740 31319"", ""website"": ""https://neotecyachting.gr/""}"
7300-7999,Business Services,142,MilosWeb,milosweb,61,medium,"website,phone,address",1,node,2774911494,36.7245311,24.4437867,http://www.milosweb.com,+30 6932825222,Ποσειδώνος 1 84801 Αδάμαντας,"{""addr:city"": ""\u0391\u03b4\u03ac\u03bc\u03b1\u03bd\u03c4\u03b1\u03c2"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""84801"", ""addr:street"": ""\u03a0\u03bf\u03c3\u03b5\u03b9\u03b4\u03ce\u03bd\u03bf\u03c2"", ""name"": ""MilosWeb"", ""office"": ""it"", ""phone"": ""+30 6932825222"", ""website"": ""http://www.milosweb.com""}"
7300-7999,Business Services,143,Microns Hub,microns hub,61,medium,"website,phone,address",1,node,13661345365,35.3196365,25.1671916,https://www.micronshub.eu/de,+302104447830,Industrial Area Street B 4 71601 Heraklion,"{""addr:city"": ""Heraklion"", ""addr:housenumber"": ""4"", ""addr:postcode"": ""71601"", ""addr:street"": ""Industrial Area Street B"", ""name"": ""Microns Hub"", ""office"": ""company"", ""phone"": ""+302104447830"", ""website"": ""https://www.micronshub.eu/de""}"
7300-7999,Business Services,144,MerIT Advanced IT Solutions,merit advanced it solutions,61,medium,"website,phone,address",1,node,11459932576,37.9686754,23.7262741,https://www.mer-it.gr,+302109231296,Ροβέρτου Γκάλλι 14 11742 Αθήνα,"{""addr:city"": ""\u0391\u03b8\u03ae\u03bd\u03b1"", ""addr:housenumber"": ""14"", ""addr:postcode"": ""11742"", ""addr:street"": ""\u03a1\u03bf\u03b2\u03ad\u03c1\u03c4\u03bf\u03c5 \u0393\u03ba\u03ac\u03bb\u03bb\u03b9"", ""name"": ""MerIT Advanced IT Solutions"", ""office"": ""it"", ""phone"": ""+302109231296"", ""website"": ""https://www.mer-it.gr""}"
7300-7999,Business Services,145,Magnus Security,magnus security,61,medium,"website,phone,address",1,node,9008195639,37.6358642,22.7250321,https://www.magnus-security.gr/,+30 2751 400754,Πέτρου Μπελίνου 16 21232 Άργος,"{""addr:city"": ""\u0386\u03c1\u03b3\u03bf\u03c2"", ""addr:housenumber"": ""16"", ""addr:postcode"": ""21232"", ""addr:street"": ""\u03a0\u03ad\u03c4\u03c1\u03bf\u03c5 \u039c\u03c0\u03b5\u03bb\u03af\u03bd\u03bf\u03c5"", ""email"": ""magnus.sec1@outlook.com"", ""level"": ""1"", ""name"": ""Magnus Security"", ""office"": ""security"", ""phone"": ""+30 2751 400754"", ""website"": ""https://www.magnus-security.gr/""}"
7300-7999,Business Services,146,Macway,macway,61,medium,"website,phone,address",1,node,6462918107,37.9472087,23.7385446,https://macway.gr,+306972576688,Σμύρνης 4 17343 Άγιος Δημήτριος,"{""addr:city"": ""\u0386\u03b3\u03b9\u03bf\u03c2 \u0394\u03b7\u03bc\u03ae\u03c4\u03c1\u03b9\u03bf\u03c2"", ""addr:country"": ""GR"", ""addr:housenumber"": ""4"", ""addr:postcode"": ""17343"", ""addr:street"": ""\u03a3\u03bc\u03cd\u03c1\u03bd\u03b7\u03c2"", ""check_date"": ""2023-05-12"", ""check_date:currency:XBT"": ""2024-12-05"", ""currency:XBT"": ""yes"", ""email"": ""info@macway.gr"", ""level"": ""4"", ""name"": ""Macway"", ""office"": ""it"", ""phone"": ""+306972576688"", ""website"": ""https://macway.gr""}"
7300-7999,Business Services,147,Koolmetrix,koolmetrix,61,medium,"website,phone,address",1,node,4416811484,38.0146095,23.8437049,https://www.koolmetrix.gr/,+30 210 6015770,Κλεισθένους 45 15344 Γέρακας,"{""addr:city"": ""\u0393\u03ad\u03c1\u03b1\u03ba\u03b1\u03c2"", ""addr:country"": ""GR"", ""addr:housenumber"": ""45"", ""addr:postcode"": ""15344"", ""addr:street"": ""\u039a\u03bb\u03b5\u03b9\u03c3\u03b8\u03ad\u03bd\u03bf\u03c5\u03c2"", ""level"": ""2"", ""name"": ""Koolmetrix"", ""office"": ""company"", ""phone"": ""+30 210 6015770"", ""website"": ""https://www.koolmetrix.gr/""}"
7300-7999,Business Services,148,Knauf,knauf,61,medium,"website,phone,address",1,node,3651925487,37.9425096,23.6954314,https://www.knauf.gr/,+30 21 0931 0567,Ευριπίδου 10 Καλλιθέα,"{""addr:city"": ""\u039a\u03b1\u03bb\u03bb\u03b9\u03b8\u03ad\u03b1"", ""addr:housenumber"": ""10"", ""addr:street"": ""\u0395\u03c5\u03c1\u03b9\u03c0\u03af\u03b4\u03bf\u03c5"", ""name"": ""Knauf"", ""office"": ""company"", ""phone"": ""+30 21 0931 0567"", ""website"": ""https://www.knauf.gr/""}"
7300-7999,Business Services,149,Kapa Studios,kapa studios,61,medium,"website,phone,address",1,node,10921396685,37.9823749,23.9027107,https://kapastudios.com/,21 0663 5052,Θέση Γυαλός,"{""addr:street"": ""\u0398\u03ad\u03c3\u03b7 \u0393\u03c5\u03b1\u03bb\u03cc\u03c2"", ""name"": ""Kapa Studios"", ""office"": ""company"", ""phone"": ""21 0663 5052"", ""website"": ""https://kapastudios.com/""}"
7300-7999,Business Services,150,Janssen,janssen,61,medium,"website,phone,address",1,way,768726339,38.0605962,23.7861465,https://www.janssen.com/greece/,2108090000,Ειρήνης 56 15121 Πεύκη,"{""addr:city"": ""\u03a0\u03b5\u03cd\u03ba\u03b7"", ""addr:country"": ""GR"", ""addr:housenumber"": ""56"", ""addr:postcode"": ""15121"", ""addr:street"": ""\u0395\u03b9\u03c1\u03ae\u03bd\u03b7\u03c2"", ""building"": ""yes"", ""fax"": ""2106140072"", ""name"": ""Janssen"", ""office"": ""company"", ""phone"": ""2108090000"", ""website"": ""https://www.janssen.com/greece/""}"
7300-7999,Business Services,151,Internetq,internetq,61,medium,"website,phone,address",1,node,2668421371,38.0090448,23.7798024,https://www.internetq.com/,+30 211 102 1000,Kifissias Ave 340 15451 Νέο Ψυχικό,"{""addr:city"": ""\u039d\u03ad\u03bf \u03a8\u03c5\u03c7\u03b9\u03ba\u03cc"", ""addr:country"": ""GR"", ""addr:housenumber"": ""340"", ""addr:postcode"": ""15451"", ""addr:street"": ""Kifissias Ave"", ""name"": ""Internetq"", ""office"": ""company"", ""phone"": ""+30 211 102 1000"", ""website"": ""https://www.internetq.com/""}"
7300-7999,Business Services,152,INTS Κατασκευή ιστοσελίδων Ηράκλειο Κρήτης,ints,61,medium,"website,phone,address",1,node,5884915047,35.3172434,25.1504775,https://www.ints.gr,2810238699,Αρβανιτάκη Δημ. 14 71409,"{""addr:housenumber"": ""14"", ""addr:postcode"": ""71409"", ""addr:street"": ""\u0391\u03c1\u03b2\u03b1\u03bd\u03b9\u03c4\u03ac\u03ba\u03b7 \u0394\u03b7\u03bc."", ""name"": ""INTS \u039a\u03b1\u03c4\u03b1\u03c3\u03ba\u03b5\u03c5\u03ae \u03b9\u03c3\u03c4\u03bf\u03c3\u03b5\u03bb\u03af\u03b4\u03c9\u03bd \u0397\u03c1\u03ac\u03ba\u03bb\u03b5\u03b9\u03bf \u039a\u03c1\u03ae\u03c4\u03b7\u03c2"", ""office"": ""it"", ""phone"": ""2810238699"", ""website"": ""https://www.ints.gr""}"
7300-7999,Business Services,153,Hypercliq,hypercliq,61,medium,"website,phone,address",1,node,4267854722,37.9980436,23.7747311,https://hypercliq.com/,+30 211 212 8520,Μακεδονομάχου Πραντούνα 57 11525 Αθήνα,"{""addr:city"": ""\u0391\u03b8\u03ae\u03bd\u03b1"", ""addr:country"": ""GR"", ""addr:housename"": ""Hypercliq"", ""addr:housenumber"": ""57"", ""addr:postcode"": ""11525"", ""addr:street"": ""\u039c\u03b1\u03ba\u03b5\u03b4\u03bf\u03bd\u03bf\u03bc\u03ac\u03c7\u03bf\u03c5 \u03a0\u03c1\u03b1\u03bd\u03c4\u03bf\u03cd\u03bd\u03b1"", ""name"": ""Hypercliq"", ""office"": ""it"", ""phone"": ""+30 211 212 8520"", ""website"": ""https://hypercliq.com/""}"
7300-7999,Business Services,154,HotelBrain Academy,hotelbrain academy,61,medium,"website,phone,address",1,way,455035771,37.9973182,23.7323824,https://academy.hotelbrain.com/,2103000565,Πατησίων 123 11251 Αθήνα,"{""addr:city"": ""\u0391\u03b8\u03ae\u03bd\u03b1"", ""addr:housenumber"": ""123"", ""addr:postcode"": ""11251"", ""addr:street"": ""\u03a0\u03b1\u03c4\u03b7\u03c3\u03af\u03c9\u03bd"", ""building"": ""yes"", ""email"": ""info@hotelbrainacademy.com"", ""layer"": ""1"", ""name"": ""HotelBrain Academy"", ""office"": ""educational_institution"", ""phone"": ""2103000565"", ""website"": ""https://academy.hotelbrain.com/""}"
7300-7999,Business Services,155,Helkenic Security,helkenic security,61,medium,"website,phone,address",1,node,6404677586,41.1435559,24.147306,https://www.e-hellenic.gr/,2521048070,1ης Ιουλίου 2 2 66132,"{""addr:housenumber"": ""2"", ""addr:postcode"": ""66132"", ""addr:street"": ""1\u03b7\u03c2 \u0399\u03bf\u03c5\u03bb\u03af\u03bf\u03c5 2"", ""email"": ""helsec@otenet.gr"", ""name"": ""Helkenic Security"", ""name:el"": ""Hellenic Security"", ""name:en"": ""Hellenic Security"", ""office"": ""company"", ""phone"": ""2521048070"", ""website"": ""https://www.e-hellenic.gr/""}"
7300-7999,Business Services,156,"Heinrich Boell Foundation - Office Thessaloniki, Greece",heinrich boell foundation office thessaloniki greece,61,medium,"website,phone,address",1,node,12581931775,40.6333168,22.9415855,https://gr.boell.org/,+30 2310282829,Aristotelous street 3 54624 Thessaloniki,"{""addr:city"": ""Thessaloniki"", ""addr:housenumber"": ""3"", ""addr:postcode"": ""54624"", ""addr:street"": ""Aristotelous street"", ""name"": ""Heinrich Boell Foundation - Office Thessaloniki, Greece"", ""office"": ""political_foundation"", ""phone"": ""+30 2310282829"", ""reg_name"": ""\u038a\u03b4\u03c1\u03c5\u03bc\u03b1 \u03a7\u03ac\u03b9\u03bd\u03c1\u03b9\u03c7 \u039c\u03c0\u03b5\u03bb - \u0393\u03c1\u03b1\u03c6\u03b5\u03af\u03bf \u0398\u03b5\u03c3\u03c3\u03b1\u03bb\u03bf\u03bd\u03af\u03ba\u03b7\u03c2, \u0395\u03bb\u03bb\u03ac\u03b4\u03b1"", ""website"": ""https://gr.boell.org/""}"
7300-7999,Business Services,157,Geodev,geodev,61,medium,"website,phone,address",1,node,3050464653,35.3299736,25.1346335,https://geodev.gr/,+302810286028,Ιωνίας Λ. 15 71306 Heraklion,"{""addr:city"": ""Heraklion"", ""addr:housenumber"": ""15"", ""addr:postcode"": ""71306"", ""addr:street"": ""\u0399\u03c9\u03bd\u03af\u03b1\u03c2 \u039b."", ""name"": ""Geodev"", ""office"": ""it"", ""phone"": ""+302810286028"", ""website"": ""https://geodev.gr/""}"
7300-7999,Business Services,158,Geobyte Networks,geobyte networks,61,medium,"website,phone,address",1,node,7061731766,40.5328438,22.9947464,https://geobyte-networks.com/,+30 2311 822 641,Θεσσαλονίκης Περαίας 57001,"{""addr:milestone"": ""14"", ""addr:place"": ""\u03a3\u03c4\u03c1\u03bf\u03c6\u03ae \u0391\u03b5\u03c1\u03bf\u03b4\u03c1\u03bf\u03bc\u03af\u03bf\u03c5 \u00ab\u039c\u03b1\u03ba\u03b5\u03b4\u03bf\u03bd\u03af\u03b1\u00bb"", ""addr:postcode"": ""57001"", ""addr:street"": ""\u0398\u03b5\u03c3\u03c3\u03b1\u03bb\u03bf\u03bd\u03af\u03ba\u03b7\u03c2 \u03a0\u03b5\u03c1\u03b1\u03af\u03b1\u03c2"", ""email"": ""info@geobyte-networks.com"", ""name"": ""Geobyte Networks"", ""nohousenumber"": ""yes"", ""office"": ""company"", ""phone"": ""+30 2311 822 641"", ""website"": ""https://geobyte-networks.com/""}"
7300-7999,Business Services,159,GRNET (ΕΔΥΤΕ Α.Ε.),grnet,61,medium,"website,phone,address",1,node,5413760855,37.9874931,23.7617616,https://grnet.gr,+ 30 2107474274,Κηφισίας 7 11523 Αθήνα,"{""addr:city"": ""\u0391\u03b8\u03ae\u03bd\u03b1"", ""addr:country"": ""GR"", ""addr:housenumber"": ""7"", ""addr:postcode"": ""11523"", ""addr:street"": ""\u039a\u03b7\u03c6\u03b9\u03c3\u03af\u03b1\u03c2"", ""description"": ""\u0395\u03b8\u03bd\u03b9\u03ba\u03cc \u0394\u03af\u03ba\u03c4\u03c5\u03bf \u03a5\u03c0\u03bf\u03b4\u03bf\u03bc\u03ce\u03bd \u03a4\u03b5\u03c7\u03bd\u03bf\u03bb\u03bf\u03b3\u03af\u03b1\u03c2 \u03ba\u03b1\u03b9 \u0388\u03c1\u03b5\u03c5\u03bd\u03b1\u03c2 \u2013 \u0395\u0394\u03a5\u03a4\u0395 \u0391.\u0395."", ""email"": ""info@grnet.gr"", ""fax"": ""+30 2107474490"", ""name"": ""GRNET (\u0395\u0394\u03a5\u03a4\u0395 \u0391.\u0395.)"", ""office"": ""it"", ""phone"": ""+ 30 2107474274"", ""website"": ""https://grnet.gr""}"
7300-7999,Business Services,160,FaceNet Design Creative Studio,facenet design creative studio,61,medium,"website,phone,address",1,node,5455842199,37.9335974,23.7529363,https://www.facenet.eu/,+302130099856,Pousoulidou 5 16346 Ηλιούπολη,"{""addr:city"": ""\u0397\u03bb\u03b9\u03bf\u03cd\u03c0\u03bf\u03bb\u03b7"", ""addr:country"": ""GR"", ""addr:postcode"": ""16346"", ""addr:street"": ""Pousoulidou 5"", ""name"": ""FaceNet Design Creative Studio"", ""note"": ""Web Design & Development (\u039a\u03b1\u03c4\u03b1\u03c3\u03ba\u03b5\u03c5\u03ae \u0399\u03c3\u03c4\u03bf\u03c3\u03b5\u03bb\u03af\u03b4\u03c9\u03bd)"", ""office"": ""advertising_agency"", ""phone"": ""+302130099856"", ""website"": ""https://www.facenet.eu/""}"
7300-7999,Business Services,161,Europe Direct,europe direct,61,medium,"website,phone,address",1,node,10125568070,41.1159507,25.4051756,https://europedirect.duth.gr,+30 2531082051,Ιωακείμ Γ' 5 691 00 Κομοτηνή,"{""addr:city"": ""\u039a\u03bf\u03bc\u03bf\u03c4\u03b7\u03bd\u03ae"", ""addr:housenumber"": ""5"", ""addr:postcode"": ""691 00"", ""addr:street"": ""\u0399\u03c9\u03b1\u03ba\u03b5\u03af\u03bc \u0393'"", ""name"": ""Europe Direct"", ""office"": ""company"", ""phone"": ""+30 2531082051"", ""website"": ""https://europedirect.duth.gr"", ""wikidata"": ""Q1376272"", ""wikipedia"": ""en:Europe Direct""}"
7300-7999,Business Services,162,Employ Edu,employ edu,61,medium,"website,phone,address",1,node,9070297802,38.012168,23.8202408,https://employ.edu.gr/,210 220 2677,Ηρώων Πολυτεχνείου 1 15342 Αγία Παρασκευή,"{""addr:city"": ""\u0391\u03b3\u03af\u03b1 \u03a0\u03b1\u03c1\u03b1\u03c3\u03ba\u03b5\u03c5\u03ae"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""15342"", ""addr:street"": ""\u0397\u03c1\u03ce\u03c9\u03bd \u03a0\u03bf\u03bb\u03c5\u03c4\u03b5\u03c7\u03bd\u03b5\u03af\u03bf\u03c5"", ""name"": ""Employ Edu"", ""office"": ""company"", ""phone"": ""210 220 2677"", ""website"": ""https://employ.edu.gr/""}"
7300-7999,Business Services,163,EGT,egt,61,medium,"website,phone,address",1,node,13184488003,38.134819,23.8573761,https://egt.site/,+30 210 8140380,Μαραθώνος 79 145 69 Άνοιξη,"{""addr:city"": ""\u0386\u03bd\u03bf\u03b9\u03be\u03b7"", ""addr:housenumber"": ""79"", ""addr:postcode"": ""145 69"", ""addr:street"": ""\u039c\u03b1\u03c1\u03b1\u03b8\u03ce\u03bd\u03bf\u03c2"", ""email"": ""info@egt.site"", ""fax"": ""+30 210 8143733"", ""name"": ""EGT"", ""office"": ""company"", ""phone"": ""+30 210 8140380"", ""website"": ""https://egt.site/""}"
7300-7999,Business Services,164,Digitanet,digitanet,61,medium,"website,phone,address",1,node,2492519541,40.5992485,22.9813361,https://digitanet.gr/,2311241888,Φιλίππου 32 55535 Θεσσαλονίκη,"{""addr:city"": ""\u0398\u03b5\u03c3\u03c3\u03b1\u03bb\u03bf\u03bd\u03af\u03ba\u03b7"", ""addr:housenumber"": ""32"", ""addr:postcode"": ""55535"", ""addr:street"": ""\u03a6\u03b9\u03bb\u03af\u03c0\u03c0\u03bf\u03c5"", ""contact:email"": ""info@digitanet.gr"", ""name"": ""Digitanet"", ""office"": ""it"", ""phone"": ""2311241888"", ""website"": ""https://digitanet.gr/""}"
7300-7999,Business Services,165,Digital Beings,digital beings,61,medium,"website,phone,address",1,node,4081320389,37.8630408,23.7521392,https://digital-beings.com/,+30 210 89 44 888,Grigoriou Lampraki 23 16675 Γλυφάδα,"{""addr:city"": ""\u0393\u03bb\u03c5\u03c6\u03ac\u03b4\u03b1"", ""addr:city:el"": ""\u0393\u03bb\u03c5\u03c6\u03ac\u03b4\u03b1"", ""addr:city:en"": ""Glyfada"", ""addr:country"": ""GR"", ""addr:housenumber"": ""23"", ""addr:postcode"": ""16675"", ""addr:street"": ""Grigoriou Lampraki"", ""air_conditioning"": ""yes"", ""description"": ""Pet friendly, Bike friendly"", ""email"": ""contact@digital-beings.com"", ""internet_access"": ""wlan"", ""name"": ""Digital Beings"", ""note"": ""Brand & Digital Design Studio"", ""office"": ""advertising_agency"", ""phone"": ""+30 210 89 44 888"", ""website"": ""https://digital-beings.com/""}"
7300-7999,Business Services,166,Diastasi Graphics,diastasi graphics,61,medium,"website,phone,address",1,node,12738424337,40.6068406,22.9619351,https://diastasigr.com/,+30 2310856555,Μαντινείας 36 546 44 Θεσσαλονίκη,"{""addr:city"": ""\u0398\u03b5\u03c3\u03c3\u03b1\u03bb\u03bf\u03bd\u03af\u03ba\u03b7"", ""addr:housenumber"": ""36"", ""addr:postcode"": ""546 44"", ""addr:street"": ""\u039c\u03b1\u03bd\u03c4\u03b9\u03bd\u03b5\u03af\u03b1\u03c2"", ""name"": ""Diastasi Graphics"", ""office"": ""advertising_agency"", ""phone"": ""+30 2310856555"", ""website"": ""https://diastasigr.com/""}"
7300-7999,Business Services,167,DOT BY DOT,dot by dot,61,medium,"website,phone,address",1,node,2344484186,37.9822408,23.7182616,https://www.dotbydot.eu/,+30 21 55303241,Λεωνίδου 60 10436 Αθήνα,"{""addr:city"": ""\u0391\u03b8\u03ae\u03bd\u03b1"", ""addr:country"": ""GR"", ""addr:housenumber"": ""60"", ""addr:postcode"": ""10436"", ""addr:street"": ""\u039b\u03b5\u03c9\u03bd\u03af\u03b4\u03bf\u03c5"", ""name"": ""DOT BY DOT"", ""office"": ""it"", ""phone"": ""+30 21 55303241"", ""website"": ""https://www.dotbydot.eu/""}"
7300-7999,Business Services,168,DMG Security,dmg security,61,medium,"website,phone,address",1,node,13014455111,37.567413,22.8058226,https://dmgsecurity.pre.gr/,+30 2752 181347,Θησέως 2 21100 Ναύπλιο,"{""addr:city"": ""\u039d\u03b1\u03cd\u03c0\u03bb\u03b9\u03bf"", ""addr:housenumber"": ""2"", ""addr:postcode"": ""21100"", ""addr:street"": ""\u0398\u03b7\u03c3\u03ad\u03c9\u03c2"", ""level"": ""0"", ""name"": ""DMG Security"", ""office"": ""security"", ""phone"": ""+30 2752 181347"", ""website"": ""https://dmgsecurity.pre.gr/""}"
7300-7999,Business Services,169,Cigaret Cycle,cigaret cycle,61,medium,"website,phone,address",1,node,12285320326,37.9877072,23.7436894,https://cigaretcycle.org/,+30 210 3006751,Μαυρικίου 8 11472 Αθήνα,"{""addr:city"": ""\u0391\u03b8\u03ae\u03bd\u03b1"", ""addr:housenumber"": ""8"", ""addr:postcode"": ""11472"", ""addr:street"": ""\u039c\u03b1\u03c5\u03c1\u03b9\u03ba\u03af\u03bf\u03c5"", ""email"": ""info@cigaretcycle.org"", ""name"": ""Cigaret Cycle"", ""office"": ""company"", ""phone"": ""+30 210 3006751"", ""website"": ""https://cigaretcycle.org/""}"
7300-7999,Business Services,170,Canon Greece,canon greece,61,medium,"website,phone,address",1,node,12246405389,38.0556746,23.81226,https://www.canon.gr,+30 210 745 4651,Κηφισίας 166A 15126 Μαρούσι,"{""addr:city"": ""\u039c\u03b1\u03c1\u03bf\u03cd\u03c3\u03b9"", ""addr:housenumber"": ""166A"", ""addr:postcode"": ""15126"", ""addr:street"": ""\u039a\u03b7\u03c6\u03b9\u03c3\u03af\u03b1\u03c2"", ""email"": ""info@canon.gr"", ""fax"": ""+30 210 727 9200"", ""name"": ""Canon Greece"", ""office"": ""company"", ""phone"": ""+30 210 745 4651"", ""website"": ""https://www.canon.gr""}"
7300-7999,Business Services,171,CMA CGM Greece,cma cgm greece,61,medium,"website,phone,address",1,node,13113111012,37.9367602,23.6385529,https://www.cma-cgm.com/local/greece-agencies,+30 2104290011,Ακτή Μιαούλη 83 18538 Πειραιάς,"{""addr:city"": ""\u03a0\u03b5\u03b9\u03c1\u03b1\u03b9\u03ac\u03c2"", ""addr:housenumber"": ""83"", ""addr:postcode"": ""18538"", ""addr:street"": ""\u0391\u03ba\u03c4\u03ae \u039c\u03b9\u03b1\u03bf\u03cd\u03bb\u03b7"", ""name"": ""CMA CGM Greece"", ""office"": ""maritime"", ""phone"": ""+30 2104290011"", ""website"": ""https://www.cma-cgm.com/local/greece-agencies""}"
7300-7999,Business Services,172,Baker Master,baker master,61,medium,"website,phone,address",1,node,7920813388,37.9173165,23.7399096,https://bakermaster.gr,+30 210 9944177;+30 210 9958173,Αρχαίου Θεάτρου 8 17456 Άλιμος,"{""addr:city"": ""\u0386\u03bb\u03b9\u03bc\u03bf\u03c2"", ""addr:housenumber"": ""8"", ""addr:postcode"": ""17456"", ""addr:street"": ""\u0391\u03c1\u03c7\u03b1\u03af\u03bf\u03c5 \u0398\u03b5\u03ac\u03c4\u03c1\u03bf\u03c5"", ""email"": ""info@bakermaster.gr"", ""fax"": ""+30 210 9952677"", ""name"": ""Baker Master"", ""office"": ""company"", ""phone"": ""+30 210 9944177;+30 210 9958173"", ""website"": ""https://bakermaster.gr""}"
